"logS","smiles","Category","id"
-2.854,"O=C1CNC(=O)c2ccccc2N1","no soluble",1928
-2.58,"CCCCCCCC(C)=O","no soluble",1174
-8.23,"c1ccc2c(c1)c3cccc4c3c2cc5ccccc54","no soluble",4297
-4.228,"CCCCCCCOC(=O)c1ccc(O)c(Cl)c1","no soluble",2415
-1.2219,"NC(CC(=O)O)C(=O)O","no soluble",2912
-3.08,"O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12","no soluble",1139
-2.07,"Cc1cccc2sc3nncn3c12","no soluble",1532
0.38,"Cc1cccnc1C","soluble",672
-0.17,"O=NN1CCCCC1","soluble",686
-1.2219,"CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21","no soluble",2911
-4.82,"COP(=S)(OC)Oc1nc(Cl)c(Cl)cc1Cl","no soluble",442
-3.945,"Oc1ccc(N=Nc2ccccc2)cc1","no soluble",2890
-0.2,"CC(C(C)C)O","soluble",3032
-1.382,"CS(=O)(=O)c1ccc(C(=N)N)cc1","no soluble",2466
-7.11,"c1c(cccc1)c1ccc(cc1)c1ccccc1","no soluble",3720
-1.85,"CC2(C)C1CCC(C)(C1)C2=O","no soluble",4556
-2.287,"Cc1nc2nc[nH]c(=O)c2nc1C","no soluble",1917
-3.36,"CCCC(C)C1(CC)C(=O)NC(=S)NC1=O","no soluble",1558
-0.93,"O=C(C(c1ccccc1)CO)O","no soluble",3811
-0.685,"CCC(C)C(NC(C)=O)C(=O)O","no soluble",1983
-3.68,"Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(CC(O)C(O)C(O)CO)c2cc1C","no soluble",670
-4.72,"Cc1c(C)cc2ccccc2c1","no soluble",4064
-2.33,"O=[N+]([O-])OC1CCCC(O[N+](=O)[O-])C1","no soluble",2831
-2.68,"CC12CCC3(O)C(CCC4=CC(=O)CCC43C)C1CCC2=O","no soluble",2164
-1.45,"c1c2cc[nH0]cc2ccc1","no soluble",3164
-4.17,"O=C(O)c1ccc[nH0]c1Nc1cccc(C(F)(F)F)c1","no soluble",4036
-2.02,"Cc1ccccc1S(N)(=O)=O","no soluble",1614
-2.96,"C1=CC(=C(C=C1[N+](=O)[O-])[N+](=O)[O-])O","no soluble",4867
-4.41,"CCN(CC)c1nc(Cl)nc(N(CC)CC)n1","no soluble",444
-3.953,"O=[N+]([O-])c1c(O)cccc1-c1ccccc1","no soluble",2406
-3.946,"c1coc(CNc2ncnc3[nH]cnc23)c1","no soluble",2713
-8.8,"c1cc2cccc3c4cccc5cccc(c(c1)c23)c54","no soluble",69
-3.523,"Cc1cc(C)c(CC(C)(C)C(=O)NO)c(C)c1","no soluble",2237
-2.47,"Nc1cc(Cl)cc(C(=O)O)c1Cl","no soluble",310
-2.38,"ClCC(Br)CBr","no soluble",53
-1.23,"CC(=O)NS(=O)(=O)c1ccc(N)cc1","no soluble",1643
-6.96,"c1c(C)cc2c(cc3c(c2)cccc3)c1","no soluble",3718
-5.22,"NC(Cc1cc(I)c(Oc2ccc(O)c(I)c2)c(I)c1)C(=O)O","no soluble",589
-2.85,"O=C(c1ccccc1)C(c1ccccc1)O","no soluble",3957
-4.73,"c12c(O)c3ccccc3cc1cccc2","no soluble",4065
-2.253,"O=C1NC(=O)NC(=O)C1(CC)CC=C(C)C","no soluble",4607
-3.346,"CCC(CC)(Cc1ccc(C)cc1)C(=O)NO","no soluble",2231
-3.61,"O=C\2c1c(nc(cc1)C)N(/C=C/2C(=O)O)CC","no soluble",4772
-1.45,"C1=CC(=CC=C1[N+](=O)[O-])O","no soluble",4872
0.88,"COCCOCCOC","soluble",1788
-2.32,"c1c(N)ccc(c1)[S+2]([O-])(Nc1cc[nH0][nH0]1c1ccccc1)[O-]","no soluble",3312
-1.06,"CCCCCC(=O)O","no soluble",1504
-0.53,"NC(Cc1c[nH]cn1)C(=O)O","no soluble",775
-6.02,"O=C(NC(=O)c1c(F)cccc1F)Nc1ccc(Cl)cc1","no soluble",538
-3.39,"O=N(=O)c1ccc(cc1)N(=O)=O","no soluble",4310
-4.43,"c1c(C(=O)CCCN2CCC(CC2)(c2ccc(cc2)Cl)O)ccc(c1)F","no soluble",4050
-0.03,"C1CCCOC1","soluble",3018
0.96,"NC(N)=O","soluble",1008
0.58,"CCC=O","soluble",1294
-2.42,"Cc1c[nH]c2ccccc12 ","no soluble",4402
-4.62,"Cc1ccc(-c2ccccc2)cc1","no soluble",193
-1.655,"O=C2NC(=O)C1(CCC1)C(=O)N2","no soluble",4141
-2.071,"CCN(CC)C(=O)COC(=O)c1ccccc1","no soluble",2131
-3.31,"O=C(C)CCCCCCCC","no soluble",3470
-8.94,"Clc1ccc(Oc2c(Cl)c(Cl)c(Cl)c(Cl)c2Cl)cc1","no soluble",1723
-1.609,"O=C(OCC(=O)N1CCC1)c1ccccc1","no soluble",2743
-1.12,"ClCCOCCCl","no soluble",495
-2.6,"c1cc(ccc1OC)C(C1CC1)(c1c[nH0]c[nH0]c1)O","no soluble",3367
-3.8,"ON=C1C=CC(=NO)c2ncccc21","no soluble",1910
1.128,"CCOC(=O)N1CCN(C)CC1","soluble",2463
-0.85,"CCN(C#N)N=O","no soluble",4834
-2.759,"CCCCNC(=O)COC(=O)c1ccccc1","no soluble",2745
-1.39,"O=C1OC(=O)c2ccccc21","no soluble",1110
-3.19,"Clc1ccccc1Br","no soluble",10
-4.71,"CC(=O)C1(O)CCC2C3CCC4=CC(=O)CCC4(C)C3CCC21C","no soluble",1317
-0.984,"CCC(C)C(NCCC#N)C(=O)O","no soluble",1956
-2.36,"[nH0]1c(SC)c2c([nH0]cc[nH0]2)[nH0]c1","no soluble",3324
-3.09,"CC3C2CCC1(C)C=CC(=O)C(=C1C2OC3=O)C","no soluble",4416
-3.98,"c1c2Sc3c(N(CCCN4CCC(O)CC4)c2cc(c1)C#N)cccc3","no soluble",3544
-4.74,"CC12CCC3C(CCC4CC(=O)CCC43C)C1CCC2O","no soluble",1367
-3.4,"Cc1cc(C)cc(C)c1","no soluble",191
-6.005,"O=C(O)c1ccc(P(=O)(c2ccccc2)c2ccc(C(=O)O)cc2)cc1","no soluble",2329
1.13,"O=C(NC)N","soluble",3752
-2.285,"O=S(=O)(c1cccc(O)c1)c1ccccc1O","no soluble",2419
-3.504,"N(c1ccccc1)c2ccccc2","no soluble",4138
-3.127,"c1ccccc1n2ncc(N)c(Br)c2(=O)","no soluble",4143
-3.824,"O=[N+]([O-])c1ccc2ccccc2c1","no soluble",2149
-1.89,"C1CCN2CC3CC(CN4CCCCC34)C2C1","no soluble",695
-2.167,"O=C1CCCCCN1C(=O)c1ccccc1","no soluble",2107
-3.04,"Clc1cccc(Cl)c1","no soluble",399
-5.24,"CC(C)=CC3C(C(=O)OCc2cccc(Oc1ccccc1)c2)C3(C)C ","no soluble",4660
-3.6,"OC1C(Nc2ccc(cc2C(c2ccccc2Cl)=N1)Cl)=O","no soluble",3507
-1.83,"CC(=O)N=c1sc(S(N)(=O)=O)nn1C","no soluble",1621
-3.31,"OC(=O)c1cc(cc(c1O)I)I","no soluble",3468
-3.89,"O=C(C)CC(c1ccccc1)C1=C(c2ccccc2OC1=O)O","no soluble",4017
-4.572,"O=S1(=O)c2ccccc2-c2ccccc21","no soluble",1907
-2.22,"c1c(C)cc(c(c1)C(C)C)O","no soluble",3296
-1.018,"OCCOc1cccc(OCCO)c1","no soluble",2153
-0.88,"OC1CCC(C)CC1","no soluble",3097
-3.46,"O=C(C=CC=Cc2ccc1OCOc1c2)N3CCCCC3","no soluble",4710
-3.537,"Clc1ccc(C(Cn2ccnc2)OCc2cc(Cl)ccc2Cl)c(Cl)c1","no soluble",2826
-2.0025,"CN(C)CCC(c1ccc(Cl)cc1)c1ccccn1","no soluble",1802
-2.55,"OC(c1ccccc1)c1ccccc1","no soluble",1446
-6.7,"Cc1cc(O)ccc1OP(=O)(Oc1cc(O)ccc1C)Oc1c(C)cccc1O","no soluble",1520
-3.716,"O=c1ccc2nc3ccccc3sc-2c1","no soluble",1914
-2.06,"OC(=O)c1ccccc1C","no soluble",3268
-1.47,"CCCCCOC(N)=O","no soluble",1016
-3.819,"CCCOC(=O)c1ccccc1C(=O)OCCC","no soluble",2241
-5.282,"CC34CCC1C(=CCc2cc(O)ccc12)C3CCC4=O","no soluble",4280
-2.461,"Cc1cc(no1)C(=O)NNCc2ccccc2","no soluble",4721
-1.47,"CCCCC(O)CC","no soluble",1456
-2.83,"O=c1[nH]c2cc(Cl)ccc2o1","no soluble",381
-3.67,"c3ccc2nc1ccccc1cc2c3","no soluble",4306
-4.16,"CN2C(=C(O)c1ccccc1S2(=O)=O)C(=O)Nc3ccccn3 ","no soluble",4445
-6.09,"Clc1c(O[P+]([S-])(OC)OC)cc(c(c1)Br)Cl","no soluble",4088
-5.639,"CC1(N)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1","no soluble",2714
-1.38,"OCCCc1ccccc1","no soluble",1415
-4.576,"CCOC(=O)c1ccccc1S(=O)(=O)NN(C=O)c2nc(Cl)cc(OC)n2","no soluble",4281
-1.37,"O=C(O)c1ccc(N)cc1","no soluble",4802
-3.008,"CCCCCCCCNC(=O)c1cccnc1","no soluble",1947
-2.84,"O=c1oc2ccccc2c(O)c1C1CCCc2ccccc21","no soluble",1097
-2.685,"OC(=S)COc1ccc(Cl)cc1Cl","no soluble",2408
-1.929,"O=C(NCCCCCCNC(=O)OCCCCO)OCCCCO","no soluble",2068
-0.897,"NC(=O)NCC(=O)NCC(=O)O","no soluble",2038
-2.84,"CC(=O)Nc1ccc(Cl)cc1","no soluble",421
-2.237,"CCNC(=O)COC(=O)c1ccccc1","no soluble",2128
-1.939,"O=C(NO)c1ccc([N+](=O)[O-])cc1","no soluble",2156
-4.127,"Nc1ccc(S(=O)(=O)c2ccc(Cl)cc2)cc1","no soluble",2185
-2.49,"Cc1ccc([N+](=O)[O-])cc1","no soluble",874
-3.99,"ClCCCCCCC","no soluble",4023
0.51,"O=C(O)CC(O)(CC(=O)O)C(=O)O","soluble",1403
-4.61,"O=C1c2c(cc(c(c2OC21C(C)CC(C=C2OC)=O)Cl)OC)OC","no soluble",3615
-2.71,"CCCCCCCCCCSC(=N)N","no soluble",2462
-7.278,"ClC1=C(Cl)C(Cl)(C(=C1Cl)Cl)C2(Cl)C(=C(Cl)C(=C2Cl)Cl)Cl","no soluble",4361
-4.097,"O=C1NC(=O)C(N1)(c2ccccc2)c3ccccc3","no soluble",4259
-2.54,"Oc1cccc2ncccc12 ","no soluble",4336
-3.405,"CCOC(=O)c1ccccc1C(=O)c1ccccc1","no soluble",2249
-2.98,"O=C1NC(=O)C2(CCCCCCC2)C(=O)N1","no soluble",791
-0.27,"OC(C1C(C2CCC1O2)C(O)=O)=O","soluble",3034
-1.6,"NC(Cc1ccc(O)c(O)c1)C(=O)O","no soluble",992
-3.283,"COC(=O)CCCCCCCCC(=O)OC","no soluble",2042
-1.9,"COC1=C(OC)C2C(=O)OCC2C=C1","no soluble",1119
-1.28,"CC(=O)c1cccc(N)c1","no soluble",961
-3.638,"Nc1ccccc1C=Nc1ccccc1O","no soluble",2301
-2.37,"CCOc1ccc(NC(C)=O)cc1","no soluble",1029
-1.639,"CC(C(N)=O)S(=O)(=O)c1ccccc1","no soluble",2405
-1.14,"CC(C)CCCO","no soluble",1430
-4.08,"C(c1ccccc1)c2ccccc2","no soluble",4605
-1.09,"Oc1ccc(Br)cc1","no soluble",24
-2.302,"NC(=O)c1ccc(S(N)(=O)=O)cc1","no soluble",2324
-2.4,"COc1c2c(c(OC)c3c1C(C=C(O3)C)=O)occ2","no soluble",3921
-7.39,"Clc1ccc(-c2cc(Cl)c(Cl)cc2Cl)cc1Cl","no soluble",292
-1.03,"CC(=O)Nc1ccc(O)cc1","no soluble",1033
-3.88,"c1c(C(c2ccc3[nH0]c(NC(OC)=O)[nH]c3c2)=O)cccc1","no soluble",4016
-5.32,"O=C4[C@]3(CC[C@@H]2c1ccc(O)cc1CC[C@H]2[C@@H]3CC4)C","no soluble",4809
-1.837,"CCCCOC(=O)c1cccnc1","no soluble",1885
-2.15,"CC(Br)CBr","no soluble",54
-3.33,"Oc1c(Br)cc(cc1Br)C#N","no soluble",3473
-4.36,"c1c(Nc2c(C(=O)O)cccc2)cc(cc1)C(F)(F)F","no soluble",3591
-5.67,"CCOP(=S)(OCC)Oc1nc(Cl)c(Cl)cc1Cl ","no soluble",4492
-1.11,"COc1ncnc2nccnc12","no soluble",664
-4.19,"CCCCOCN(C(=O)CCl)c1c(CC)cccc1CC ","no soluble",4324
-1.749,"COc1ccc2c3c1OC1C(OC(C)=O)CCC4C(C2)N(C)CCC341","no soluble",2520
-4.021,"CCCN(CCC)S(=O)(=O)c1ccc(C(=O)O)cc1","no soluble",2318
-4.64,"c1c(CCCCC)cccc1","no soluble",3621
-3.364,"CN(C)c1nc(nc(n1)N(C)C)N(C)C","no soluble",4597
-5.27,"Clc1ccccc1-c1ccccc1Cl","no soluble",357
-2.92,"NC(=O)c1ccccc1C(N)=O","no soluble",1001
-2.528,"CCCC1(CCC)C(=O)NC(=O)NC1=O","no soluble",2136
-3.68,"Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1","no soluble",1649
-1.67,"CC(=O)OC1CCCCC1","no soluble",1169
-3.31,"Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21","no soluble",2819
-3.361,"CCCCCCCCCCNC(=O)C(C)O","no soluble",2022
-4.37,"O=C(Nc1cccc(Cl)c1)OCC#CCCl","no soluble",486
-2.788,"CC12C=CC(=O)C=C1CCC1C2CCC2(C)C(=O)CCC12","no soluble",2262
-2.16,"c1c2cc(O)ccc2[nH0]cc1","no soluble",3285
-1.08,"CC(C)OP(=O)(OC(C)C)F","no soluble",4899
-0.74,"c1c(O)ccc(c1)[N+]([O-])=O","no soluble",3074
-4.8019,"CC(C)NCC(O)COc1cccc2ccccc12","no soluble",1835
-2.12,"Nc1ncnc2[nH]cnc12","no soluble",735
-2.111,"CCOP(=O)(OCC)SCCSCC","no soluble",1958
-1.62,"CNC(=O)ON=C(CSC)C(C)(C)C ","no soluble",4712
-1.85,"CCCCOCCCC","no soluble",1206
-3.3621,"CCN1CCN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1","no soluble",1815
-2.29,"CCCI","no soluble",607
-3.699,"COC1=CC(=O)CC(C)C12Oc1cc(OC)cc(OC)c1C2=O","no soluble",2541
-0.09,"CCOCC","soluble",1231
-4.16,"CCCCc1c(C)nc(NCC)nc1OS(=O)(=O)N(C)C ","no soluble",4561
-2.75,"OC(=O)c1c(c(c(c([nH0]1)Cl)Cl)N)Cl","no soluble",3390
0.159,"CCCCCCCCSC(=N)N","soluble",2560
-5.27,"c1ccc2c(c1)[nH]c3ccccc32","no soluble",4560
0.96,"CN1C(=O)C=CC=C1","soluble",2978
-7.39,"Clc1ccc(c(Cl)c1)c2cc(Cl)c(Cl)c(Cl)c2Cl ","no soluble",4612
-1.4949,"Cc1cc(O)ccc1C(=O)O","no soluble",2918
-2.33,"[O-][N+](=O)c1ccccc1C","no soluble",3912
-3.14,"CC1=C(SCCO1)C(=O)Nc2ccccc2","no soluble",4337
-1.275,"O=C1CC2OCC=C3C[N+]4([O-])CCC56c7ccccc7N1C5C2C3CC64","no soluble",1850
-1.29,"OC1CCCCCCC1","no soluble",1384
-5.252,"CN(C)c1ccc(N=Nc2ccccc2)cc1","no soluble",2808
-2.35,"CCOc1ccc(NC(=O)C)cc1","no soluble",4133
-5.078,"Cc1coc2cc3oc(=O)c(N)cc3cc12","no soluble",2786
-2.54,"ClC(Cl)=C(Cl)Cl","no soluble",461
-2.677,"COc1cc(OC)cc(OC)c1","no soluble",1884
-4.54,"Clc1ccccc1-c1ccccc1","no soluble",359
0.57,"C=CC=O","soluble",1302
-5.931,"OC4=C(C1CCC(CC1)c2ccc(Cl)cc2)C(=O)c3ccccc3C4=O","no soluble",4155
-4.66,"CCOP(=S)(OCC)Oc1ccc(cc1)N(=O)=O","no soluble",4628
-1.539,"NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2","no soluble",2679
-0.705,"CCC(SC(CC)C(=O)O)C(=O)O","no soluble",1991
-5.04,"Brc1cccc(Br)c1Br","no soluble",7
0.58,"CNCC(O)c1cccc(O)c1","soluble",2922
-1.77,"CC(C)(C)C1=CC(=C(C=C1)OP(=O)(NC)OC)Cl","no soluble",4910
-1.184,"Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1","no soluble",2872
-5.19,"O=C1c2ccccc2C(=O)c3ccccc13","no soluble",4725
-4.14,"Cc1ccc(C)c2ccccc12","no soluble",175
-2.727,"O=C(c1ccccc1)N(O)c1ccccc1","no soluble",2212
-5.064,"CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC","no soluble",2064
-3.31,"O=C(O)c1ccc(Cl)cc1","no soluble",418
-1.57,"Clc1c(C)cc(cc1)O","no soluble",3184
-1.4,"c1c(C)cc(C)cc1O","no soluble",3155
-1.2884,"CCC(C)NCc1cccc(S(=O)(=O)c2ccc(S(N)(=O)=O)s2)c1","no soluble",2944
-7.28,"Fc1cccc(F)c1C(=O)NC(=O)Nc2cc(Cl)c(F)c(Cl)c2F ","no soluble",4262
-1.2,"c1c(CO)ccc(c1)C","no soluble",3129
-5.36,"CCN1c2cc(Cl)ccc2NC(=O)c2cccnc21","no soluble",379
0.393,"O=C1OC(C(O)C(O)CO)C(O)C1O","soluble",2845
-0.67,"CCC(C)C(C)=O","no soluble",1195
-0.424,"CCN(C)N=Nc1ccc(C(=O)O)cc1","soluble",2625
-7.01,"Cc1c(C)c2c3ccccc3ccc2c2ccccc12","no soluble",170
-5.07,"CCCC(=O)OCN1C(=O)NC(c2ccccc2)(c2ccccc2)C1=O","no soluble",747
-3.57,"COc1cc(C2c3cc4c(cc3C(OC3OC5COC(C)OC5C(O)C3O)C3COC(=O)C23)OCO4)cc(OC)c1O","no soluble",1138
-3.15,"Oc1cc(Cl)c(Cl)c(Cl)c1Cl","no soluble",262
-1.26,"Cc1cc(=O)[nH]c(=O)[nH]1","no soluble",818
-1.19,"O=Cc1ccccc1","no soluble",1287
-3.59,"c1c(Cl)c(Cl)cc(c1)Cl","no soluble",3504
-2.29,"c1c(OCC(=O)O)ccc(c1)Cl","no soluble",3907
-1.64,"[O-][S+2]1([O-])NC(c2c1cccc2)=O","no soluble",3200
-2.35,"O=C(c1c(C(=O)OCC)cccc1)OCC","no soluble",3319
0.72,"C[N+](C)(C)CC(=O)O","soluble",693
-0.09,"CC(O)C(N)C(=O)O","soluble",999
-1.658,"CC(NC(=O)C(N)c1ccccc1)c1ccccc1","no soluble",2900
-0.3,"CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2","soluble",2695
-3.88,"COC(=O)Nc2nc1ccc(cc1[nH]2)C(=O)c3ccccc3","no soluble",4640
-0.96,"O=Cc1ccc(O)cc1","no soluble",1358
-5.46,"Clc2ccc(Oc1ccc(cc1)N(=O)=O)c(Cl)c2","no soluble",4159
-3.93,"Clc1cccc2ccccc12","no soluble",228
-1.38,"CC(C)CCC(C)O","no soluble",1462
-1.6,"O=C(N)NC1C(NC(N1)=O)=O","no soluble",3856
-1.8,"O=N(=O)c1ccccc1","no soluble",4322
-1.09,"BrCC","no soluble",3116
-1.57,"C1C(COCO1)([N+](=O)[O-])Br","no soluble",4844
-1.3,"ClC=CCl","no soluble",533
-4.48,"COc1ccc2c(c1)[nH]c1c(C)nccc12","no soluble",2046
-2.304,"Cc1c(NC(=O)Nc2ccccc2)c(=O)n(-c2ccccc2)n1C","no soluble",2380
-1.06,"ClCCCl","no soluble",493
-6.01,"c1c(Cl)cc(cc1)c1cc(ccc1Cl)Cl","no soluble",3692
-4.88,"Clc1cccc(-c2ccccc2)c1","no soluble",398
-0.8,"Nc1ccc(O)cc1","no soluble",977
-4.2,"CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1","no soluble",1641
-2.6731,"CNCCCC12CCC(c3ccccc31)c1ccccc12","no soluble",1824
-3.35,"CN(C(=O)NC(C)(C)c1ccccc1)c2ccccc2","no soluble",4332
-3.586,"CC2Cc1ccccc1N2NC(=O)c3ccc(Cl)c(c3)S(N)(=O)=O ","no soluble",4308
-0.59,"C=CC(O)CCC","no soluble",1461
-0.87,"c1c(Cl)[nH0]c2c(c[nH0]c[nH0]2)[nH0]1","no soluble",3096
-0.41,"CC#C","soluble",4233
-2.15,"ClC(Cl)C(=O)N[C@@H]([C@H](O)c1ccc(cc1)S(=O)(=O)C)CO","no soluble",4741
0.487,"CN(C)C(=O)c1cccc(C(=O)N(C)C)c1","soluble",2232
-0.12,"CC(C)C(=O)C","soluble",4653
-4.359,"CCOC(=O)Cc1ccc(-c2nc3ccccc3s2)cc1","no soluble",2531
-2.158,"O=C(O)CNC(Cc1ccccc1)C(=O)O","no soluble",2370
-4.38,"c1ccc2c(c1)sc1ccccc12","no soluble",1524
-1.626,"O=C(O)Cc1c[nH]c(=O)[nH]c1=O","no soluble",1952
-1.77,"CC=CC=CC(=O)O","no soluble",1518
0.94,"CN(C(=O)N(C)C)C","soluble",3761
-2.55,"Clc1ccccc1N(=O)=O","no soluble",4320
-1.473,"CCC1(CCO)C(=O)NC(=S)NC1=O","no soluble",2124
-2.82,"O=C1N(C)C(N(O1)c1ccc(c(Cl)c1)Cl)=O","no soluble",3397
-2.256,"Cc1cn(Cc2ccccc2)c(=O)[nH]c1=O","no soluble",2098
-4.24,"CCCCCCCC#C","no soluble",3580
-0.83,"CCCC(=O)CC","no soluble",1182
-1.815,"OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1","no soluble",2619
-7.42,"c1c2c3c(ccc2ccc1)c1c([nH]3)c2ccccc2cc1","no soluble",3729
-1.09,"CN(CCO)C(=O)COC(=O)c1ccccc1","no soluble",2657
-2.4,"Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1","no soluble",980
-3.99,"CC(C)Cc1ccc(C(C)C(=O)O)cc1","no soluble",1515
-4.397,"COP(=S)(OC)SSP(=S)(OC)OC","no soluble",2057
-3.54,"CC(C)c1ccc(NC(=O)N(C)C)cc1","no soluble",945
-6.14,"c1c(Cl)cc(c(c1Cl)c1ccccc1)Cl","no soluble",3695
-4.42,"C=C(C)C1Cc2c(ccc3c2OC2COc4cc(OC)c(OC)cc4C2C3=O)O1","no soluble",1103
-2.22,"O=N(=O)OCC(CON(=O)=O)ON(=O)=O ","no soluble",4457
-2.36,"O=CCCCCCCC","no soluble",3321
-2.71,"CCN(CCOC(c1ccc(cc1)OCC)=O)CC","no soluble",3384
-1.94,"C=CCC","no soluble",165
-1.86,"C(=NN)(N)N[N+](=O)[O-]","no soluble",4828
-4.32,"CC1(C)OC2CC3C4CCC5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1","no soluble",545
-6.01,"Cc1ccc(OP(=O)(Oc2cccc(C)c2)Oc3ccccc3C)cc1","no soluble",4211
-1.526,"COc1ccc(C)cc1S(N)(=O)=O","no soluble",2396
-0.4,"OCC(C)(C)C","soluble",3786
-2.48,"O=S(=O)(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1","no soluble",2693
-1.32,"BrC=CBr","no soluble",58
0.52,"O=C(C)CC","soluble",2991
-1.42,"CC1(C(=O)O)CCC(C(=O)O)C1(C)C","no soluble",1479
-2.41,"O=C(Nc1ccccc1)C(O)COc1ccccc1","no soluble",2429
-5.37,"CCC(=O)OC1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C","no soluble",1166
-5,"CCOC1=CC(=O)CC(C)C12Oc1c(Cl)c(OC)cc(OC)c1C2=O","no soluble",2589
-2.16,"Clc1c(OCC(=O)O)cccc1","no soluble",3284
-3.165,"COC(=O)c1ccc(O)c(Br)c1","no soluble",2272
-1.348,"NS(=O)(=O)c1cc2c(s1)S(=O)CCC2O","no soluble",2670
-5.382,"CCOP(=S)(OCC)Oc2ccc1oc(=O)c(Cl)c(C)c1c2","no soluble",4582
-1.921,"CCCCCCCCOCC(O)CO","no soluble",2012
-2.19,"Nc1cccc(c1)N(=O)=O","no soluble",4458
-5.324,"NC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1","no soluble",2706
