"logS","smiles","Category"
-1.845,"CNC(=O)c1cccc(NCC(=O)NCCc2ccc(OC)c(OC)c2)c1","no soluble"
-1.041,"CCNCc1cc2cc(S(N)(=O)=O)oc2s1","no soluble"
-1.327,"CC(C)CNCc1cc2cc(S(N)(=O)=O)oc2s1","no soluble"
-0.922,"CCOCCNCc1cc2cc(S(N)(=O)=O)oc2s1","no soluble"
-2.686,"COc1ccc(CCNC(=O)CNc2cccc(C(N)=O)c2)cc1OC","no soluble"
-0.432,"O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1COP(=O)([O-])O","soluble"
-1.331,"NS(=O)(=O)c1cc2cc(CNCc3ccccn3)sc2o1","no soluble"
-1.718,"CNC(=O)COC(=O)c1ccccc1","no soluble"
-1.372,"CN(C)C(=O)COC(=O)c1ccccc1","no soluble"
-2.539,"CCCNC(=O)COC(=O)c1ccccc1","no soluble"
-2.866,"CC(C)(C)NC(=O)COC(=O)c1ccccc1","no soluble"
-2.254,"NS(=O)(=O)c1cc2c(s1)C(O)CCS2","no soluble"
-3.341,"CC(C)N(C(=O)COC(=O)c1ccccc1)C(C)C","no soluble"
-2.594,"NS(=O)(=O)c1cc2c(s1)SCCC2O","no soluble"
-3.494,"NS(=O)(=O)c1cc2c(s1)C(=O)CCS2","no soluble"
-1.09,"CN(CCO)C(=O)COC(=O)c1ccccc1","no soluble"
-2.379,"CCCN(CCC)C(=O)COC(=O)c1ccccc1","no soluble"
-1.367,"CCN(CCO)C(=O)COC(=O)c1ccccc1","no soluble"
-2.501,"O=C(OCC(=O)N1CCCCC1)c1ccccc1","no soluble"
-3.294,"CN(C(=O)COC(=O)c1ccccc1)C1CCCCC1","no soluble"
-3.552,"NS(=O)(=O)c1cc2c(s1)SCCC2=O","no soluble"
-2.563,"C=CCN(CC=C)C(=O)COC(=O)c1ccccc1","no soluble"
-2.919,"Cc1ccc(Cn2cc(F)c(=O)[nH]c2=O)cc1","no soluble"
-1.773,"O=C(OCC(=O)N1CCOCC1)c1ccccc1","no soluble"
-1.498,"NC(=O)CNC(=O)COC(=O)c1ccccc1","no soluble"
-3.561,"CCCCN(CCCC)C(=O)COC(=O)c1ccccc1","no soluble"
0.43,"O=C(OCC(=O)N(CCO)CCO)c1ccccc1","soluble"
-1.57,"NS(=O)(=O)c1cc2c(s1)C(O)CCS2=O","no soluble"
-1.348,"NS(=O)(=O)c1cc2c(s1)S(=O)CCC2O","no soluble"
-2.679,"NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2","no soluble"
-3.018,"NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2=O","no soluble"
-3.944,"O=c1[nH]c(=O)n(Cc2ccc(Cl)cc2Cl)cc1F","no soluble"
-1.589,"NS(=O)(=O)c1cc2c(s1)CC(O)CS2(=O)=O","no soluble"
-1.276,"NS(=O)(=O)c1cc2c(s1)C(O)CCS2(=O)=O","no soluble"
-1.668,"CCOC(=O)CN(C)C(=O)COC(=O)c1ccccc1","no soluble"
-1.045,"NC(=O)C1CCCN1C(=O)COC(=O)c1ccccc1","no soluble"
-3.671,"NS(=O)(=O)c1cc2c(s1)C(=O)CCS2(=O)=O","no soluble"
-1.539,"NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CC(O)C2","no soluble"
-2.942,"CNc1cc(NS(C)(=O)=O)ccc1Nc1c2ccccc2nc2ccccc12","no soluble"
-2.331,"CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl","no soluble"
-0.533,"NC(C(=O)O)c1ccc(O)cc1","no soluble"
-0.918,"CN(CC(N)=O)C(=O)COC(=O)c1ccccc1","no soluble"
-1.65,"NS(=O)(=O)c1cc2c(s1)S(=O)(=O)CCC2O","no soluble"
-1.087,"CCCCOP(=O)(O)OCCCC","no soluble"
-2.804,"O=C(C(=O)c1ccccc1)c1ccccc1","no soluble"
-1.126,"CC(=O)NC(CC(C)C)C(=O)O","no soluble"
-3.305,"NC(CSSCC(N)C(=O)O)C(=O)O","no soluble"
-2.002,"COc1ccccc1CC(C)NC(C)Cc1ccccc1OC","no soluble"
-2.222,"CN1CCC23c4c5ccc(OCc6ccccc6)c4OC2C(O)C=CC3C1C5","no soluble"
-1.768,"CC(C)Nc1nc(N)nc(Cl)n1","no soluble"
-0.82,"CCOc1ccc2c3c1OC1C(O)C=CC4C(C2)N(C)CCC341","no soluble"
-2.48,"O=S(=O)(NS(=O)(=O)c1ccc(Cl)cc1)c1ccc(Cl)cc1","no soluble"
-2.909,"Cc1csc(NS(=O)(=O)c2ccc(N)cc2)n1","no soluble"
-0.3,"CC1(C)C2CCC1(CS(=O)(=O)O)C(=O)C2","soluble"
-3,"COc1cccc(CC(C)NC(C)Cc2ccccc2OC)c1","no soluble"
-1,"COc1ccc2c3c1OC1C(O)CCC4C(C2)N(C)CCC341","no soluble"
-2.83,"O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1","no soluble"
-1.383,"CCSC(=S)NC(CC(=O)O)C(=O)O","no soluble"
-1.69,"CC(C)C(O)(CCC(C)(O)C(=O)O)C(=O)O","no soluble"
-1.411,"CC(SC(=S)SC(C)C(=O)O)C(=O)O","no soluble"
-1.242,"O=C(O)CC(CSC(=O)O)c1ccccc1","no soluble"
-5.899,"[O-]N=C(C(=NO)c1ccccc1)c1ccccc1","no soluble"
-0.737,"Cc1ncc([N+](=O)[O-])n1CC(C)O","no soluble"
-2.046,"Cc1nnc(-c2ccccc2)c(=O)n1N","no soluble"
-5.324,"NC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1","no soluble"
-5.405,"CNC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1","no soluble"
-5.616,"CC1(N)CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1","no soluble"
-5.332,"CC1(N)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2Cl)C1","no soluble"
-4.376,"CC1(N)CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1","no soluble"
-3.596,"c1ccc(CNc2ncnc3[nH]cnc23)cc1","no soluble"
-5.269,"NC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1","no soluble"
-3.946,"c1coc(CNc2ncnc3[nH]cnc23)c1","no soluble"
-5.639,"CC1(N)CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1","no soluble"
-5.312,"CNC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1","no soluble"
-4.383,"CCn1cc(C(=O)O)c(=O)c2cc3c(cc21)OCO3","no soluble"
-5.48,"COc1ccc2cc(C(C)C(=O)OC(C)C)ccc2c1","no soluble"
-4.197,"CCOC(=O)C1CCn2c(C(=O)c3ccccc3)ccc21","no soluble"
-3.964,"COc1cc2c(c3c1c(=O)c1cccnc1n3C)C=CC(C)(C)O2","no soluble"
-4.419,"CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1","no soluble"
-2.027,"NC(=O)N1c2ccccc2C(O)C(O)c2ccccc21","no soluble"
-2.35,"CCCCCCCCNC(=O)OCC1OC(O)C(O)C(O)C1O","no soluble"
-2.964,"CCCCCCCCCNC(=O)OCC1OC(O)C(O)C(O)C1O","no soluble"
-3.56,"CCCCCCCCCCNC(=O)OCC1OC(O)C(O)C(O)C1O","no soluble"
-5.162,"Cc1c(OCc2ccccc2)ccc2c(=O)cc(N3CCOCC3)oc12","no soluble"
-4.45,"Cc1c(OCc2ccccn2)ccc2c(=O)cc(N3CCOCC3)oc12","no soluble"
0.504,"CN(C)C(=O)CCC(=O)N(C)C","soluble"
-3.957,"CCC1(CC)CCC(=O)N(CO)C1=O","no soluble"
-3.933,"CCC1(CC)C(=O)NC(=O)N(CO)C1=O","no soluble"
-0.296,"Nc1ncc2ncn(CCC(CO)CO)c2n1","soluble"
-3.916,"O=C1c2cc(CCCCO)ccc2OCc2ccsc21","no soluble"
-3.337,"O=C(CS)Nc1ccc2ccccc2c1","no soluble"
-2.715,"O=C(O)c1ccccc1C(=O)c1ccc(Cl)cc1","no soluble"
-2.063,"C=CC1(C=C)C(=O)NC(=O)NC1=O","no soluble"
-3.292,"CCCOC(=O)c1ccc(NC(C)=O)cc1","no soluble"
-1.712,"C=CC1(C(C)C)C(=O)NC(=O)NC1=O","no soluble"
-2.12,"C=CC1(CC(C)C)C(=O)NC(=O)NC1=O","no soluble"
-2.43,"CCOC(=O)OCOc1ccc(NC(C)=O)cc1","no soluble"
-0.433,"Nc1ccn(C2CCC(CO)O2)c(=O)n1","soluble"
-3.549,"CC(=O)OC1c2ccccc2N(C(N)=O)c2ccccc2C1OC(C)=O","no soluble"
-0.617,"COC(=O)C(NC(=O)C(Cl)Cl)C(C)O","no soluble"
-0.028,"O=C(NC(CO)C(=O)O)C(Cl)Cl","soluble"
-1.609,"O=C(OCC(=O)N1CCC1)c1ccccc1","no soluble"
-2.732,"CC(C)NC(=O)COC(=O)c1ccccc1","no soluble"
-2.759,"CCCCNC(=O)COC(=O)c1ccccc1","no soluble"
-1.568,"O=C(OCC(=O)N1CCCC1)c1ccccc1","no soluble"
-1.229,"CN(C)C(=O)CCCOC(=O)c1ccccc1","no soluble"
-0.495,"CC(=O)N(C)C(=O)COC(=O)c1ccccc1","soluble"
-3.561,"CC(C)CN(CC(C)C)C(=O)COC(=O)c1ccccc1","no soluble"
-2.724,"CCC1CCCCN1C(=O)COC(=O)c1ccccc1","no soluble"
-0.824,"CC1CCCC(C)N1C(=O)COC(=O)c1ccccc1","no soluble"
-2.542,"O=C(OCC(=O)N1CCCCCC1)c1ccccc1","no soluble"
-3.899,"O=C(COC(=O)c1ccccc1)NC1CCCCC1","no soluble"
-1.349,"O=C(OCC(=O)N1CCC(O)CC1)c1ccccc1","no soluble"
-1.178,"CC(O)CN(CC(C)O)C(=O)COC(=O)c1ccccc1","no soluble"
-2.395,"CCC(=O)OCSc1ncnc2[nH]cnc12","no soluble"
-1.268,"O=C(COC(=O)c1ccccc1)NC(CO)(CO)CO","no soluble"
-2.717,"CC(NC(=O)COC(=O)c1ccccc1)C(N)=O","no soluble"
-2.694,"CCCC(=O)OCSc1ncnc2[nH]cnc12","no soluble"
-1.573,"COCCN(CCOC)C(=O)COC(=O)c1ccccc1","no soluble"
-3.103,"CCCCC(=O)OCSc1ncnc2[nH]cnc12","no soluble"
-3.622,"CCCCCC(=O)OCSc1ncnc2[nH]cnc12","no soluble"
-2.084,"COC(=O)C1CCCN1C(=O)COC(=O)c1ccccc1","no soluble"
-5.059,"O=C(OCC(=O)N(C1CCCCC1)C1CCCCC1)c1ccccc1","no soluble"
-4.614,"CCCCCCCC(=O)OCSc1ncnc2[nH]cnc12","no soluble"
-5.242,"CCOC(=O)C(C)c1ccc2cc(OC)ccc2c1","no soluble"
-5.823,"CCCOC(=O)C(C)c1ccc2cc(OC)ccc2c1","no soluble"
-7.53,"CCCCOC(=O)C(C)c1ccc2cc(OC)ccc2c1","no soluble"
-3.328,"COc1ccc2cc(C(C)C(=O)OCCO)ccc2c1","no soluble"
-6.496,"COc1ccc2cc(C(C)C(=O)OC(C)(C)C)ccc2c1","no soluble"
-6.97,"CCCCCOC(=O)C(C)c1ccc2cc(OC)ccc2c1","no soluble"
-3.305,"COc1ccc2cc(C(C)C(=O)OCC(C)O)ccc2c1","no soluble"
-3.395,"COc1ccc2cc(C(C)C(=O)OCCCO)ccc2c1","no soluble"
-7.543,"CCCCCCOC(=O)C(C)c1ccc2cc(OC)ccc2c1","no soluble"
-7.117,"CCCCCCCOC(=O)C(C)c1ccc2cc(OC)ccc2c1","no soluble"
-4.648,"COc1ccc2cc(C(C)C(=O)OCC(C)=O)ccc2c1","no soluble"
-7.331,"CCC#CCCOC(=O)C(C)c1ccc2cc(OC)ccc2c1","no soluble"
-2.615,"COc1ccc2cc(C(C)C(=O)OCC(O)CO)ccc2c1","no soluble"
-5.074,"COc1ccc2cc(C(C)C(=O)OC3CCCCC3O)ccc2c1","no soluble"
-3.167,"CCCCCCCC(=O)OC1C(C(O)CO)OC2OC(C)(C)OC21","no soluble"
-5.593,"COc1ccc2cc(C(C)C(=O)OC3CCCCC3=O)ccc2c1","no soluble"
-7.355,"CCC=CCCOC(=O)C(C)c1ccc2cc(OC)ccc2c1","no soluble"
-3.976,"COc1ccc2cc(C(C)C(=O)OC3COC4C(O)COC34)ccc2c1","no soluble"
-4.436,"CCOc1ccc(NC(=O)Nc2ccc(OCC)cc2)cc1","no soluble"
-4.442,"CCCOCC(=Nc1ccc(Cl)cc1C(F)(F)F)n1ccnc1","no soluble"
-5.078,"Cc1coc2cc3oc(=O)c(N)cc3cc12","no soluble"
-5,"COc1cc2cc3c(C)coc3cc2oc1=O","no soluble"
-4.897,"COC(=O)c1cc2cc3c(C)coc3c(C)c2oc1=O","no soluble"
-3.027,"CN(C)C(=O)COC(=O)C1CCn2c(C(=O)c3ccccc3)ccc21","no soluble"
-6.386,"COC(=O)c1cc(CCc2cc(OC)ccc2OC)ccc1O","no soluble"
-5.091,"C=CCn1cnc2c(=O)[nH]c(Nc3ccccc3)nc21","no soluble"
-3.912,"CCC1C(N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1","no soluble"
-4.573,"CNC1CN(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)C1C","no soluble"
-5.423,"CC1N(c2cc3c(cc2F)c(=O)c(C(=O)O)cn3C2CC2)CC1(C)N","no soluble"
-4.483,"CC1C(N)CN1c1c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c2c1Cl","no soluble"
-3.984,"CC1C(N)CN1c1c(F)c(N)c2c(=O)c(C(=O)O)cn(C3CC3)c2c1F","no soluble"
-4.442,"CNC1CN(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C1C","no soluble"
-3.812,"CCC1C(N)CN1c1c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c2c1F","no soluble"
-5.041,"CC1N(c2c(F)cc3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)CC1(C)N","no soluble"
-4.628,"CC1C(N)CN1c1cc2c(cc1F)c(=O)c(C(=O)O)cn2C1CC1","no soluble"
-4.173,"CC1C(N)CN1c1c(F)cc2c(=O)c(C(=O)O)cn(C3CC3)c2c1F","no soluble"
-4.249,"CC12CCC(=O)C=C1CCC1C2CCC2(C)C(OC(=O)C(CO)CO)CCC12","no soluble"
-2.92,"OCC1OC(n2c(-c3ccco3)nc3ccccc32)C(O)C1O","no soluble"
-2.328,"OCC1OC(n2c(-c3ccco3)nc3ccccc32)C(O)C(O)C1O","no soluble"
-2.914,"CCCCCCCCSC1C(O)C(O)OC(CO)C1O","no soluble"
-0.28,"CC(O)C1C(=O)N2C(C(=O)O)=C(SCC(=N)N(C)C)C(C)C12","soluble"
-4.052,"Cc1cc(N=Nc2ccccc2C)ccc1N","no soluble"
-5.252,"CN(C)c1ccc(N=Nc2ccccc2)cc1","no soluble"
-2.377,"CC1NC(=O)c2ccccc2NC1=O","no soluble"
-3.903,"Cc1ccc(N=Nc2cc(C)ccc2N)cc1","no soluble"
-3.046,"O=C1CNC(=O)c2cc(Cl)ccc2N1","no soluble"
-3.959,"Brc1cccc(Nc2ncnc3cc4[nH]ncc4cc23)c1","no soluble"
-2.356,"C=CC1(C(C)CCC)C(=O)NC(=O)NC1=O","no soluble"
-2.824,"Brc1cccc(Nc2ncnc3cc4[nH]ccc4cc23)c1","no soluble"
-3.104,"CCCCC(CO[N+](=O)[O-])O[N+](=O)[O-]","no soluble"
-3.861,"CN(C)c1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1","no soluble"
-4.469,"O=C1NC(c2ccccc2)(c2ccccc2)C(=O)N1CO","no soluble"
-1.495,"CCCC(CCC)C(=O)NCCCC(=O)O","no soluble"
-3.31,"Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21","no soluble"
-3.481,"Cn1ncc2cc3c(Nc4cccc(Br)c4)ncnc3cc21","no soluble"
-1.958,"O=C(O)Cn1ccc2cc3c(Nc4cccc(Br)c4)ncnc3cc21","no soluble"
-1.268,"CCN(C(N)=O)c1ccc(OC)cc1","no soluble"
-5.628,"CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1","no soluble"
-2.586,"O=C(O)c1ccc(Cl)c([N+](=O)[O-])c1","no soluble"
-2.649,"O=c1[nH]c(=O)n(Cc2ccccc2)cc1F","no soluble"
-3.537,"Clc1ccc(C(Cn2ccnc2)OCc2cc(Cl)ccc2Cl)c(Cl)c1","no soluble"
-0.623,"OCC1OCOC2COCOC12","no soluble"
-2.503,"CCCC(CO[N+](=O)[O-])O[N+](=O)[O-]","no soluble"
-2.437,"CC(CCCO[N+](=O)[O-])O[N+](=O)[O-]","no soluble"
-2.841,"CC(CCCCO[N+](=O)[O-])O[N+](=O)[O-]","no soluble"
-2.33,"O=[N+]([O-])OC1CCCC(O[N+](=O)[O-])C1","no soluble"
-2.133,"CN1CCN(Cc2ccc(Cl)nc2)C1=NC#N","no soluble"
-2.347,"O=[N+]([O-])OC1CCCCC1O[N+](=O)[O-]","no soluble"
-2.632,"N#CN=C1NCCN1Cc1ccc(Cl)nc1","no soluble"
-3.021,"O=[N+]([O-])OC1CCCCCC1O[N+](=O)[O-]","no soluble"
-3.094,"CCN(CC)CCSc1nnc2[nH]c3ccccc3c2n1","no soluble"
-1.425,"Nc1ncc2ncn(CCC3COC(=O)OC3)c2n1","no soluble"
-4.52,"CS(=O)(=O)c1ccc(C2=C(c3ccccc3)C(=O)OC2)cc1","no soluble"
0.075,"Cn1cncc1CC(N)C(=O)O","soluble"
-2.124,"OCC1OC2OC(C(Cl)(Cl)Cl)OC2C1O","no soluble"
-1.934,"O=C(O)C1CCC(C(=O)O)SS1","no soluble"
-2.138,"COc1ccc(NC(=O)C2CC2)cn1","no soluble"
-1.237,"CCOC(=O)C(CCc1ccccc1)NC(C)CN1CCCC1C(=O)O","no soluble"
-1.177,"CCOC(=O)C(CCc1ccccc1)NC(C)C(=O)N1CCCC1C(=O)O","no soluble"
0.393,"O=C1OC(C(O)C(O)CO)C(O)C1O","soluble"
-1.109,"OCC1OC(OCCc2cccc3ccccc23)C(O)C(O)C1O","no soluble"
-2.641,"CCC1(c2ccccc2)NC(=O)NC1=O","no soluble"
-1.656,"OC1COC(Oc2ccccc2)C(O)C1O","no soluble"
-1.229,"CC1(C)OCC(COC(=O)c2ccccc2C(=O)O)O1","no soluble"
-0.955,"O=C(O)CCCC1CCCC2NC(=O)NC12","no soluble"
-2.92,"NC(=O)NN=Cc1ccc([N+](=O)[O-])o1","no soluble"
-1.509,"CC1NC(=O)c2ccccc2N(CC(O)C(O)C(O)CO)C1=O","no soluble"
-1.456,"O=C1NCC(=O)N(CC(O)C(O)C(O)CO)c2ccccc21","no soluble"
-1.276,"Cc1oc(C(O)C(O)C(O)CO)cc1C(=O)O","no soluble"
-1.459,"OCC1OC(Oc2ccccc2)C(O)C(O)C1O","no soluble"
-3.096,"CC(O)C(O)c1cnc2nc(N)[nH]c(=O)c2n1","no soluble"
-1.519,"COc1ccc2cc(C(C)C(=O)OCCN3CCNCC3)ccc2c1","no soluble"
-1.487,"COc1ccc2cc(C(C)C(=O)OCCN3CCN(C)CC3)ccc2c1","no soluble"
-3.699,"COc1ccc2cc(C(C)C(=O)OCCCCN3CCOCC3)ccc2c1","no soluble"
-3.165,"COc1ccc([N+](=O)[O-])cc1N","no soluble"
-1.286,"COc1ccc2cc(C(C)C(=O)OCCCCN3CCN(C)CC3)ccc2c1","no soluble"
-3.745,"O=C1Nc2ccccc2C(=O)N2CCCC12","no soluble"
-4.699,"O=C1Nc2ccc(Cl)cc2C(=O)N2CCCC12","no soluble"
-2.367,"O=C1Nc2ccccc2C(=O)N2CC(O)CC12","no soluble"
-1.945,"CC1=C2C(O)C3C(CC(C)C2CC1=O)OC(=O)C3C","no soluble"
-2.31,"CC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O","no soluble"
-4.837,"CCOC(=O)C1=CC2(CC)CCCN3CCc4c(n1c1ccccc41)C32","no soluble"
-4.347,"c1ccc(-c2cnc(-c3ccc(CN4CCOCC4)cc3)o2)cc1","no soluble"
-2.723,"CN1CC(O)C2=CC(=NNC(N)=O)C(=O)C=C21","no soluble"
-0.796,"CN(C)N=Nc1ccc(C(=O)O)cc1","no soluble"
-0.845,"NC(Cc1c[nH]c2ccccc12)C(=O)NCC(=O)O","no soluble"
-1.184,"Nc1ccn(C2CC(F)C(CO)O2)c(=O)n1","no soluble"
-2.618,"O=C(O)c1ccc(N=Nc2ccc(O)cc2)cc1Cl","no soluble"
-1.275,"O=[N+]([O-])c1cccc(OC2OC(CO)C(O)C(O)C2O)c1","no soluble"
-1.936,"O=C(O)C1CN2CCC1CC2C(O)c1ccnc2ccccc12","no soluble"
-2.01,"O=C(O)c1cc(N=Nc2ccccc2[N+](=O)[O-])ccc1O","no soluble"
-3.222,"COCC1COc2cc3ncnc(Nc4cccc(Br)c4)c3cc2O1","no soluble"
-2.185,"CC(=O)OC1C2C(CC(C)C3C=CC(=O)C31C)OC(=O)C2C","no soluble"
-3.523,"COCC1COc2cc3ncnc(Nc4cccc(I)c4)c3cc2O1","no soluble"
-2.759,"Nc1ccc(S(=O)(=O)Nc2ccc(S(N)(=O)=O)cc2)cc1","no soluble"
-1.305,"O=C(O)C1CCC(=O)N1CN1C(=O)CCC1C(=O)O","no soluble"
-0.862,"COc1ccc(CC2NC(=O)N(C(C)C(=O)O)C2=O)cc1","no soluble"
-2.381,"CC(C)C(NS(=O)(=O)c1ccc(F)cc1)C(=O)NC1CCOC1O","no soluble"
-2.37,"CC(C)CC(NC(=S)Nc1ccccc1)C(=O)NC1CCOC1O","no soluble"
-4.398,"COC1=CC(=O)C2(Oc3c(Cl)c(OC)cc(OC)c3C2=O)C(C)C1","no soluble"
-1.116,"CC(C)CC(N)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O","no soluble"
-2.029,"COc1ccc2nccc(C(O)C3CC4CCN3CC4C(=O)O)c2c1","no soluble"
-2.337,"COc1cc(OC)c2c(c1Cl)OC1(C2=O)C(C)CC(O)CC1O","no soluble"
-4.574,"CC12CCC(O)CC1CCC1C2CCC2(C)C(C3=CC(=O)OC3)CCC12O","no soluble"
-3.945,"Oc1ccc(N=Nc2ccccc2)cc1","no soluble"
-3.076,"Oc1ccc(N=Nc2ccccc2)c(O)c1","no soluble"
-2.11,"O=C1C(O)C2CC3N1CCC31c3ccccc3N3C(=O)C=CC2C31","no soluble"
-4.378,"O=C(O)c1ccc(N=Nc2ccc(O)cc2)cc1","no soluble"
-3.054,"O=C(O)c1cc(N=Nc2ccccc2)ccc1O","no soluble"
-3.129,"OCC(O)C(O)c1nn(-c2ccccc2)c2nc3ccccc3nc12","no soluble"
-2.811,"CC1(C)SC2C(NC(=O)COc3ccccc3)C(=O)N2C1C(=O)O","no soluble"
-2.283,"CC(C)C1OC(O)C(Cc2ccccc2)NC1=O","no soluble"
-2.12,"CC(C)CC1OC(O)C(Cc2ccccc2)NC1=O","no soluble"
-2.288,"NNC(=O)c1ccc(C(=O)NN)cc1","no soluble"
-1.658,"CC(NC(=O)C(N)c1ccccc1)c1ccccc1","no soluble"
-1.535,"O=c1[nH]c(CN2CCCC2)c(Cl)c(=O)[nH]1","no soluble"
-1.775,"O=c1[nH]c(CN2CCCC2)c(Br)c(=O)[nH]1","no soluble"
-2.647,"CC(=O)OCC1OC(OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O","no soluble"
-1.59,"CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1","no soluble"
0.608,"O=C(O)C(O)(CO)CC(O)CO","soluble"
-3.8032,"CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C","no soluble"
-2.254,"CN(CC(=O)O)C(=O)COC(=O)c1ccccc1","no soluble"
-2.1416,"O=C(OCC(=O)N1CCC1C(=O)O)c1ccccc1","no soluble"
-0.3098,"CC(C)C(N)C(=O)O","soluble"
-1.8856,"NCC(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O","no soluble"
-1.2219,"CCNC1CC(C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21","no soluble"
-1.2219,"NC(CC(=O)O)C(=O)O","no soluble"
-2.9208,"NS(=O)(=O)c1nnc(NS(=O)(=O)c2ccccc2)s1","no soluble"
-1.2676,"NC(C(=O)O)c1ccccc1","no soluble"
-1.1367,"NC(CO)C(=O)O","no soluble"
-1.3188,"NC(C(=O)O)C(O)c1ccccc1","no soluble"
-1.1871,"NC(CS)C(=O)O","no soluble"
-1.4949,"Cc1cc(O)ccc1C(=O)O","no soluble"
-1.9586,"CCc1cc(O)ccc1C(=O)O","no soluble"
-2.3979,"CCCc1cc(O)ccc1C(=O)O","no soluble"
-2.8239,"CCCCc1cc(O)ccc1C(=O)O","no soluble"
0.58,"CNCC(O)c1cccc(O)c1","soluble"
0.38,"C=CCOc1ccccc1OCC(O)CNC(C)C","soluble"
0.14,"CC(C)NCC(O)c1ccc(O)c(O)c1","soluble"
0.04,"CC(C)NCC(O)COc1ccc(CC(N)=O)cc1","soluble"
-1.3,"CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(N)=O)c1","no soluble"
-4.4733,"COc1ccc(C(=O)c2ccc(S(N)(=O)=O)s2)cc1","no soluble"
-1.3785,"CC(C)CN(C)Cc1cc(C(=O)c2ccc(S(N)(=O)=O)s2)ccc1O","no soluble"
-1.4906,"CN(C)Cc1cc(C(=O)c2ccc(S(N)(=O)=O)s2)ccc1O","no soluble"
-1.5471,"CC(C)CNCc1cccc(C(=O)c2ccc(S(N)(=O)=O)s2)c1","no soluble"
-1.8828,"NS(=O)(=O)c1ccc(C(=O)c2cccc(CN3CCOCC3)c2)s1","no soluble"
-1.4569,"CC(C)CCNCc1cccc(C(=O)c2ccc(S(N)(=O)=O)s2)c1","no soluble"
-4.1481,"COc1ccc(C(=O)c2ccc(S(N)(=O)=O)o2)cc1","no soluble"
-4.2219,"COc1ccc(S(=O)(=O)c2ccc(S(N)(=O)=O)s2)cc1","no soluble"
-3.0272,"NS(=O)(=O)c1ccc(S(=O)(=O)c2ccc(O)cc2)s1","no soluble"
-4.0245,"Cc1ccc(S(=O)(=O)c2ccc(S(N)(=O)=O)s2)cc1","no soluble"
-1.0607,"NS(=O)(=O)c1ccc(S(=O)(=O)c2ccc(CN3CCOCC3)cc2)s1","no soluble"
-1.1196,"CC(C)CNCc1ccc(S(=O)(=O)c2ccc(S(N)(=O)=O)s2)cc1","no soluble"
-1.6449,"CCCCNCc1ccc(S(=O)(=O)c2ccc(S(N)(=O)=O)s2)cc1","no soluble"
-2.8612,"NS(=O)(=O)c1ccc(C(=O)c2ccc(O)cc2)s1","no soluble"
-0.6726,"NS(=O)(=O)c1ccc(S(=O)(=O)c2ccc(CNCc3ccccn3)cc2)s1","no soluble"
-2.719,"NS(=O)(=O)c1ccc(S(=O)(=O)c2cccc(O)c2)s1","no soluble"
-1.552,"CC(C)CNCc1cccc(S(=O)(=O)c2ccc(S(N)(=O)=O)s2)c1","no soluble"
-1.2884,"CCC(C)NCc1cccc(S(=O)(=O)c2ccc(S(N)(=O)=O)s2)c1","no soluble"
-1.9266,"CC(C)CNCc1ccccc1S(=O)(=O)c1ccc(S(N)(=O)=O)s1","no soluble"
-1.5165,"CC(C)NCc1cccc(S(=O)(=O)c2ccc(S(N)(=O)=O)s2)c1","no soluble"
